PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Activation at 7.6 uM,Standard Deviation,Activation at 7.6 uM [1],Activation at 7.6 uM [2],Activation at 7.6 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent activation of the confirmation screen at a compound concentration of 7.6 uM.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [1].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [2].,Percent activation of the confirmation screen at a compound concentration of 7.6 uM; replicate [3].
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1223,4250007,1263108,Inactive,0,,,-1.18,2.43806,-1.82844,-3.78066,2.08322
1224,26664934,306836,Inactive,0,,,-1.18,0.405089,-0.602585,-1.4654,-1.45837
1225,49732615,889491,Inactive,0,,,-1.18,2.28204,-3.02174,2.03887,-2.54747
1226,26724723,5309616,Inactive,0,,,-1.19,2.26236,1.84747,-3.58073,-1.83268
1227,57265203,2524541,Inactive,0,,,-1.19,1.95896,1.5671,-2.38997,-2.76199
1228,4261320,2828251,Inactive,0,,,-1.2,1.02485,-1.90561,0.247127,-1.94758
1229,17516212,3637883,Inactive,0,,,-1.2,1.49223,-2.21561,-2.3017,0.905969
1230,49818555,24817490,Inactive,0,,,-1.21,1.27701,-1.97851,0.587082,-2.24547
1231,103050850,2536551,Inactive,0,,,-1.21,4.09489,-4.12466,-4.09282,4.57779
1232,7965277,5307524,Inactive,0,,,-1.22,2.07278,-3.76382,1.31332,-1.19704
1233,99359371,46903935,Inactive,0,,,-1.22,3.12155,-4.62577,-1.94027,2.91693
1234,49727970,6462763,Inactive,0,,,-1.22,0.672625,-2.01196,-1.2789,-0.367592
1235,7971252,5310422,Inactive,0,,,-1.22,1.11911,0.32622,-2.28286,-1.70661
1236,24791076,1250614,Inactive,0,,,-1.23,3.60318,-3.09927,-4.39777,3.81179
1237,7976779,6894321,Inactive,0,,,-1.23,0.390801,-1.57092,-1.43703,-0.68311
1238,22402607,1939491,Inactive,0,,,-1.24,0.335404,-0.999001,-1.71421,-1.00647
1239,24806842,788368,Inactive,0,,,-1.25,0.73638,-0.893406,-0.578718,-2.2742
1240,49819375,1262683,Inactive,0,,,-1.26,0.521123,-0.845245,-0.943003,-1.99635
1241,49680151,4842643,Inactive,0,,,-1.26,2.09253,0.517309,-4.19958,-0.104088
1242,57261159,4876837,Inactive,0,,,-1.26,1.63023,0.414863,-0.731602,-3.47102
1243,24835038,4566826,Inactive,0,,,-1.26,0.555475,-0.655071,-1.99859,-1.14055
1244,56322418,24982091,Inactive,0,,,-1.27,1.08557,-1.05156,-0.0658522,-2.69747
1245,99454008,46942426,Inactive,0,,,-1.27,0.764733,-0.239282,-1.51141,-2.06612
1246,103060418,49786582,Inactive,0,,,-1.28,0.504376,-0.692537,-1.21331,-1.92317
1247,92764098,3349251,Inactive,0,,,-1.28,0.499311,-1.98677,-0.964372,-0.894253
1248,56324247,7898134,Inactive,0,,,-1.29,1.78114,-3.44281,-1.35025,0.918882
1249,85200895,44202015,Inactive,0,,,-1.3,1.96671,-2.68428,1.48493,-2.68987
1250,24789394,1107361,Inactive,0,,,-1.3,0.671063,-1.49791,-2.00476,-0.39716
1251,49822115,24818293,Inactive,0,,,-1.3,2.98178,-2.30499,-4.34434,2.74908
1252,89855225,44825714,Inactive,0,,,-1.3,0.784175,-1.96957,-0.201169,-1.73479
1253,49724190,16021603,Inactive,0,,,-1.31,1.98924,-1.89447,-3.39294,1.3716
1254,49736834,24793880,Inactive,0,,,-1.31,3.44966,-3.17292,3.52894,-4.27897
1255,14721886,1460401,Inactive,0,,,-1.31,0.155578,-1.19948,-1.52771,-1.19591
1256,49674506,24761680,Inactive,0,,,-1.32,1.13728,0.219968,-1.67219,-2.49675
1257,57266962,2327087,Inactive,0,,,-1.32,0.606032,-0.520956,-1.98987,-1.44104
1258,49828209,5037526,Inactive,0,,,-1.33,0.166472,-1.10287,-1.49203,-1.4029
1259,57266906,25163153,Inactive,0,,,-1.34,6.1654,-6.94338,-4.31265,7.25081
1260,26729415,2808490,Inactive,0,,,-1.34,1.7076,-0.976335,0.537568,-3.59616
1261,49826084,1319255,Inactive,0,,,-1.35,1.23786,-3.09158,-0.343135,-0.608332
1262,4265330,851316,Inactive,0,,,-1.36,0.760601,-1.89448,-1.89557,-0.281545
1263,49730979,24792805,Inactive,0,,,-1.36,1.53752,-1.70473,-3.0512,0.668046
1264,99357865,293763,Inactive,0,,,-1.36,1.1199,-0.727755,-0.424771,-2.93738
1265,24810508,4591614,Inactive,0,,,-1.36,1.15496,-2.67972,0.132077,-1.54412
1266,56320436,6492407,Inactive,0,,,-1.37,0.792724,-0.256926,-1.82646,-2.03178
1267,7966409,5308211,Inactive,0,,,-1.37,0.239591,-1.62329,-1.44528,-1.04998
1268,89855720,96453,Inactive,0,,,-1.37,1.46767,-2.93999,-1.77184,0.588548
1269,49721487,22553365,Inactive,0,,,-1.38,0.938114,-1.27215,-2.57897,-0.288668
1270,49731540,15990710,Inactive,0,,,-1.39,2.56611,-3.23346,2.24276,-3.1675
1271,49733788,4565745,Inactive,0,,,-1.39,3.16201,0.334967,-5.82144,1.32694
1272,49672458,4800509,Inactive,0,,,-1.4,1.73989,0.84813,-3.39238,-1.64104
1273,49725393,3185582,Inactive,0,,,-1.4,2.11189,-2.73157,1.57649,-3.05764
1274,858578,659885,Inactive,0,,,-1.41,3.10922,2.80843,-2.4439,-4.59396
1275,99358503,46903331,Inactive,0,,,-1.41,2.37598,-1.26765,-4.38856,1.42617
1276,7972291,1357428,Inactive,0,,,-1.42,1.99117,-2.5575,-3.07818,1.38194
1277,26728858,2814932,Inactive,0,,,-1.42,0.159216,-1.19354,-1.53671,-1.52559
1278,14726161,962412,Inactive,0,,,-1.43,0.87212,-0.32798,-1.49231,-2.46125
1279,49667137,4068605,Inactive,0,,,-1.43,0.803211,-1.14605,-2.52424,-0.619163
1280,17431983,971080,Inactive,0,,,-1.43,1.10592,-2.4126,0.111256,-2.00292
1281,56316736,24979561,Inactive,0,,,-1.44,3.36953,-4.46192,-3.11695,3.26288
1282,14740253,3634185,Inactive,0,,,-1.44,2.76946,2.37848,-2.59171,-4.10504
1283,49731893,22510178,Inactive,0,,,-1.44,1.14221,-0.314033,-1.00783,-3.00824
1284,7969508,4103757,Inactive,0,,,-1.45,0.982569,-0.738291,-2.83577,-0.764812
1285,49640533,6671388,Inactive,0,,,-1.45,0.72753,-1.14258,-0.75613,-2.45596
1286,14724818,9594889,Inactive,0,,,-1.46,1.16895,-2.77707,-1.66305,0.0642928
1287,49642714,742822,Inactive,0,,,-1.46,2.50817,-1.25992,-4.62853,1.50532
1288,7970234,4572066,Inactive,0,,,-1.47,1.05378,-0.0181006,-2.49111,-1.89509
1289,85201106,44202191,Inactive,0,,,-1.47,1.51414,-0.791919,-3.57118,-0.0546819
1290,49821232,5093626,Inactive,0,,,-1.48,1.58072,-0.0379608,-0.711375,-3.67678
1291,4244800,3239351,Inactive,0,,,-1.48,2.01348,-1.17202,-4.08542,0.817672
1292,7966492,5308268,Inactive,0,,,-1.48,2.30343,-4.5481,1.00328,-0.899016
1293,26728969,9566141,Inactive,0,,,-1.48,2.73905,0.173436,0.721061,-5.34377
1294,22409499,9645219,Inactive,0,,,-1.5,1.71276,-0.468072,-0.12358,-3.91688
1295,24806216,135452789,Inactive,0,,,-1.51,1.13832,-2.25141,0.098748,-2.37575
1296,57269154,16251263,Inactive,0,,,-1.51,0.974637,-2.87517,-0.990417,-0.663782
1297,57268476,2569803,Inactive,0,,,-1.51,1.748,-3.93248,0.135241,-0.741019
1298,14726083,694865,Inactive,0,,,-1.51,2.72017,-3.32966,-3.54146,2.33186
1299,103076733,49791387,Inactive,0,,,-1.52,2.23218,-4.63918,-0.373647,0.455963
1300,17505944,3473251,Inactive,0,,,-1.52,0.139612,-1.60488,-1.63938,-1.32748
1301,121285552,51360888,Inactive,0,,,-1.53,1.69466,-3.85442,-0.851066,0.128847
1302,26671049,135603284,Inactive,0,,,-1.53,0.709259,-1.62255,-2.34295,-0.613633
1303,47196105,77409,Inactive,0,,,-1.53,1.66858,-2.63119,0.83078,-2.78162
1304,56317276,24687424,Inactive,0,,,-1.53,0.73878,-0.914259,-2.5693,-1.10799
1305,47204982,3091385,Inactive,0,,,-1.54,0.634201,-2.40878,-1.30989,-0.908395
1306,4260277,1151697,Inactive,0,,,-1.55,1.07334,-0.0771305,-2.59912,-1.98147
1307,7971413,2148473,Inactive,0,,,-1.57,2.28926,-3.47902,-2.86936,1.65327
1308,24806264,704967,Inactive,0,,,-1.58,2.09375,1.35507,-3.38853,-2.70515
1309,49677560,9507211,Inactive,0,,,-1.59,1.01324,-1.80493,-0.250933,-2.70386
1310,49823490,24818442,Inactive,0,,,-1.6,1.39017,-3.44718,-1.25136,-0.095295
1311,49713874,23731360,Inactive,0,,,-1.6,2.80929,-3.296,-3.86202,2.3602
1312,49737574,757764,Inactive,0,,,-1.61,1.82158,-3.45725,0.870181,-2.23519
1313,56322993,6497291,Inactive,0,,,-1.61,0.878898,-2.84639,-1.10079,-0.882387
1314,842229,644484,Inactive,0,,,-1.62,1.09868,-3.04849,-0.377565,-1.42753
1315,74373875,40182391,Inactive,0,,,-1.62,1.08009,-0.394308,-3.02212,-1.44234
1316,22413998,6877163,Inactive,0,,,-1.63,1.16292,-1.85171,-2.92852,-0.106241
1317,99355880,46902270,Inactive,0,,,-1.63,0.975406,-1.93975,-0.311616,-2.64004
1318,24807601,2877508,Inactive,0,,,-1.65,1.47223,-0.118701,-1.18604,-3.63553
1319,56315634,16320755,Inactive,0,,,-1.65,1.0517,-1.22997,-3.09632,-0.62531
1320,57263849,4794050,Inactive,0,,,-1.65,1.12617,-0.31696,-1.56337,-3.07137
1321,858109,2881295,Inactive,0,,,-1.65,1.04859,-3.09506,-1.22179,-0.636562
1322,4250015,3243886,Inactive,0,,,-1.66,2.63913,0.653106,-0.284951,-5.35512
1323,4265531,135441627,Inactive,0,,,-1.67,3.6538,-5.21053,-3.16373,3.35833
1324,85269869,2417938,Inactive,0,,,-1.68,1.10325,-0.359422,-1.63147,-3.0603
1325,85146812,44142668,Inactive,0,,,-1.69,2.92217,-5.5566,1.50431,-1.0096
1326,49730012,1048461,Inactive,0,,,-1.69,1.08308,-3.13996,-1.40272,-0.534882
1327,22414075,1820245,Inactive,0,,,-1.71,1.40813,-1.47398,-0.112074,-3.5374
1328,4258562,750328,Inactive,0,,,-1.71,1.41393,-0.191653,-1.34287,-3.59611
1329,46500475,18648741,Inactive,0,,,-1.72,1.60262,-0.0975307,-3.90191,-1.16143
1330,26729071,2809272,Inactive,0,,,-1.72,1.69497,0.633911,-3.28059,-2.52153
1331,857244,9568643,Inactive,0,,,-1.73,1.29472,-2.54486,0.0962431,-2.74476
1332,4249458,3243410,Inactive,0,,,-1.73,0.430226,-2.32533,-1.5523,-1.31854
1333,26665065,342323,Inactive,0,,,-1.74,1.42491,0.270301,-2.67305,-2.82594
1334,49722456,22554462,Inactive,0,,,-1.74,1.86234,-2.30182,-3.69434,0.763967
1335,49676401,5204594,Inactive,0,,,-1.74,0.791097,-1.15629,-1.21521,-2.86315
1336,99456773,46944072,Inactive,0,,,-1.75,3.07374,2.03818,-5.49046,-1.79807
1337,49735767,22548267,Inactive,0,,,-1.75,3.40707,3.05715,-3.89512,-4.41726
1338,26726235,6224319,Inactive,0,,,-1.76,1.37882,-3.62582,-0.341147,-1.30278
1339,857318,658667,Inactive,0,,,-1.76,1.48435,-2.85947,0.339646,-2.75626
1340,14725637,31840,Inactive,0,,,-1.77,1.77147,-0.169126,-4.23667,-0.894168
1341,24806040,864562,Inactive,0,,,-1.77,2.09538,-2.52753,-3.86862,1.09248
1342,47195594,1037842,Inactive,0,,,-1.78,0.764838,-2.02913,-0.740138,-2.56203
1343,85146420,44142301,Inactive,0,,,-1.78,2.20909,-4.25711,-2.18318,1.10818
1344,24781088,2896301,Inactive,0,,,-1.78,1.03458,-0.531664,-3.06514,-1.74631
1345,26728476,9583569,Inactive,0,,,-1.78,1.46137,-0.0907207,-3.65612,-1.59756
1346,17505654,12004624,Inactive,0,,,-1.79,2.39474,-4.52545,1.30766,-2.14511
1347,49717609,2587255,Inactive,0,,,-1.79,0.0166656,-1.81198,-1.77117,-1.79213
1348,26669684,2458941,Inactive,0,,,-1.8,2.27766,0.208973,-0.615994,-4.98205
1349,74373681,42601157,Inactive,0,,,-1.81,1.60784,-4.08324,-0.781463,-0.573069
1350,124754250,53300258,Inactive,0,,,-1.82,2.62182,1.02836,-1.17864,-5.29812
1351,7968366,2852160,Inactive,0,,,-1.83,1.08259,-3.36081,-1.08527,-1.04389
1352,24780260,16187279,Inactive,0,,,-1.84,2.43769,-4.19571,1.52038,-2.83273
1353,3717877,3000179,Inactive,0,,,-1.85,2.00619,0.410187,-1.49696,-4.46558
1354,26731020,2812314,Inactive,0,,,-1.86,1.00302,-2.97348,-2.06271,-0.54197
1355,17407000,11958396,Inactive,0,,,-1.87,0.707165,-2.24071,-2.48315,-0.876574
1356,99456318,46943763,Inactive,0,,,-1.88,1.89499,-0.601379,-0.472282,-4.55515
1357,85148617,44143957,Inactive,0,,,-1.88,1.95204,0.721562,-3.98254,-2.37257
1358,85268797,2564859,Inactive,0,,,-1.88,2.09879,-1.4615,0.45729,-4.63258
1359,51089289,7161306,Inactive,0,,,-1.88,2.00738,-2.93883,-3.63995,0.925386
1360,24816834,7150768,Inactive,0,,,-1.89,3.07867,2.38882,-4.73862,-3.30836
1361,7970215,2149971,Inactive,0,,,-1.89,0.504341,-1.50266,-2.59995,-1.55978
1362,24787466,1289615,Inactive,0,,,-1.89,0.952242,-3.04214,-0.710083,-1.9158
1363,7971931,4456705,Inactive,0,,,-1.89,1.87788,-3.0601,-3.36935,0.759849
1364,57258593,25162602,Inactive,0,,,-1.89,1.34303,-3.75727,-0.651653,-1.26471
1365,103050658,3433579,Inactive,0,,,-1.89,3.24505,-5.58417,-2.4084,2.31422
1366,24815447,7765437,Inactive,0,,,-1.89,1.70781,-3.2505,0.515901,-2.94382
1367,24837109,135488648,Inactive,0,,,-1.9,1.72523,-2.60177,-3.56999,0.476535
1368,49715577,22424371,Inactive,0,,,-1.9,0.879641,-1.28649,-3.14367,-1.26897
1369,851878,654480,Inactive,0,,,-1.9,2.47458,-3.17954,1.56029,-4.08171
1370,26730622,2738814,Inactive,0,,,-1.91,0.499084,-2.41209,-1.2295,-2.0891
1371,89855344,78559,Inactive,0,,,-1.91,1.0643,-0.97367,-3.40126,-1.36442
1372,24796719,1820255,Inactive,0,,,-1.93,2.73557,-3.91821,-3.80139,1.94233
1373,50085629,2802669,Inactive,0,,,-1.93,3.31113,2.6425,-3.34037,-5.0913
1374,89855391,247260,Inactive,0,,,-1.93,2.32332,-3.79379,-3.35113,1.34111
1375,57267100,4879047,Inactive,0,,,-1.94,1.73773,0.409788,-2.47373,-3.74355
1376,24819450,9581720,Inactive,0,,,-1.94,1.30947,-2.86238,-2.8782,-0.0925146
1377,14732887,2972914,Inactive,0,,,-1.95,1.5749,-1.09811,-0.587412,-4.15422
1378,17401930,46500447,Inactive,0,,,-1.96,1.66407,-1.92651,0.0670761,-4.00872
1379,99357434,44506094,Inactive,0,,,-1.96,0.588374,-1.73343,-2.76431,-1.37664
1380,49723807,1259918,Inactive,0,,,-1.97,2.20133,-4.30893,0.980358,-2.57202
1381,17516602,12006245,Inactive,0,,,-1.98,1.28563,-3.43024,-0.303466,-2.1913
1382,49642143,2855207,Inactive,0,,,-1.98,2.404,0.318386,-0.957212,-5.29798
1383,99360173,46904581,Inactive,0,,,-1.98,2.1221,-1.01491,-4.92854,-0.00905326
1384,24826342,706069,Inactive,0,,,-1.99,0.949105,-2.63994,-2.68497,-0.649477
1385,99455838,46943452,Inactive,0,,,-1.99,2.6093,-4.97866,-2.37705,1.37801
1386,26731236,9583460,Inactive,0,,,-1.99,3.48077,-6.34824,-1.80504,2.1716
1387,14730301,1476671,Inactive,0,,,-2,2.54561,-1.39125,-5.38265,0.761815
1388,56322408,7958555,Inactive,0,,,-2.01,3.93007,3.0912,-2.6557,-6.47062
1389,49734644,22519164,Inactive,0,,,-2.01,1.36651,-3.08247,-0.0836345,-2.87083
1390,24824793,3998242,Inactive,0,,,-2.02,2.37321,-4.1935,-3.14077,1.28398
1391,17403248,3103501,Inactive,0,,,-2.02,0.609347,-1.15971,-2.42259,-2.48016
1392,26724666,5307655,Inactive,0,,,-2.02,1.99823,0.651267,-2.56063,-4.15326
1393,49734492,16014363,Inactive,0,,,-2.03,0.336609,-1.98799,-1.64521,-2.46603
1394,85146559,44142417,Inactive,0,,,-2.03,2.28438,1.1301,-4.1793,-3.05443
1395,24836006,4097205,Inactive,0,,,-2.03,0.239742,-1.72334,-2.30645,-2.07516
1396,56317051,9093972,Inactive,0,,,-2.04,1.46031,-0.0165768,-3.42252,-2.66609
1397,57255595,4882426,Inactive,0,,,-2.04,1.86549,-4.48312,-1.66372,0.0408271
1398,56462979,60961,Inactive,0,,,-2.04,2.82589,-5.57718,-1.87909,1.33926
1399,49643606,2930812,Inactive,0,,,-2.04,1.65796,-2.34176,0.125947,-3.90122
1400,56436704,24982164,Inactive,0,,,-2.05,0.881045,-1.37901,-3.29675,-1.48067
1401,4244093,3238739,Inactive,0,,,-2.06,3.81641,-5.94961,3.12409,-3.36042
1402,851498,654073,Inactive,0,,,-2.07,0.479683,-2.02362,-2.67305,-1.50033
1403,17415777,5740612,Inactive,0,,,-2.07,2.15376,0.875393,-4.22201,-2.85073
1404,49722111,22517541,Inactive,0,,,-2.07,1.79638,0.23632,-4.1469,-2.28986
1405,49641683,2792013,Inactive,0,,,-2.07,2.08854,-2.39256,0.637105,-4.44771
1406,24708013,3247135,Inactive,0,,,-2.08,1.00355,-0.79154,-2.19688,-3.24086
1407,87334381,3201811,Inactive,0,,,-2.08,0.925085,-1.80735,-1.10467,-3.32168
1408,851751,654344,Inactive,0,,,-2.08,1.92525,0.63388,-3.25291,-3.62236
1409,99356519,46902435,Inactive,0,,,-2.08,0.605278,-1.2305,-2.45219,-2.56883
1410,49677080,9608115,Inactive,0,,,-2.09,1.0192,-3.42872,-0.961002,-1.86748
1411,57268094,2322162,Inactive,0,,,-2.09,1.69538,-1.05843,-4.47842,-0.728291
1412,49726164,1082868,Inactive,0,,,-2.1,0.705302,-1.42814,-1.79233,-3.07279
1413,124755591,53301419,Inactive,0,,,-2.1,3.03473,-3.44714,-4.95272,2.10429
1414,57263583,2541922,Inactive,0,,,-2.1,0.72396,-1.16048,-2.92048,-2.22843
1415,14733300,6621568,Inactive,0,,,-2.1,1.88951,-2.11259,-4.41416,0.21416
1416,26727867,16745879,Inactive,0,,,-2.11,0.4625,-1.46926,-2.29142,-2.55534
1417,26664908,298498,Inactive,0,,,-2.11,2.18829,-1.80447,-4.93184,0.401926
1418,853155,1425004,Inactive,0,,,-2.11,2.2499,-2.97195,-4.33594,0.970335
1419,14739074,1353215,Inactive,0,,,-2.12,1.36862,-1.78471,-0.636497,-3.93828
1420,26660494,1913063,Inactive,0,,,-2.13,0.659656,-2.87421,-2.24285,-1.27043
1421,24839364,135520067,Inactive,0,,,-2.13,1.77685,-1.6746,-4.49774,-0.217398
1422,852974,655619,Inactive,0,,,-2.14,1.64244,0.100469,-3.79291,-2.72397
1423,7968938,5309679,Inactive,0,,,-2.14,1.70454,-0.854818,-1.02052,-4.5507
1424,125305943,53383272,Inactive,0,,,-2.14,1.87832,-3.95012,0.447112,-2.92393
1425,842963,645241,Inactive,0,,,-2.15,1.99888,-4.96527,-0.509171,-0.980174
1426,49825788,4384569,Inactive,0,,,-2.15,2.26581,-0.91971,-5.33056,-0.207801
1427,24839159,3235987,Inactive,0,,,-2.15,1.51298,-0.043269,-2.89862,-3.51699
1428,49643598,846110,Inactive,0,,,-2.16,1.6305,-1.06146,-0.955172,-4.46591
1429,49732322,2979925,Inactive,0,,,-2.17,1.70456,-1.20016,-0.74232,-4.56535
1430,89850488,3002142,Inactive,0,,,-2.17,1.73796,-0.47253,-4.55875,-1.48158
1431,49718781,20884325,Inactive,0,,,-2.19,1.93234,0.546221,-3.60413,-3.49963
1432,121282705,51358952,Inactive,0,,,-2.19,1.89057,0.459581,-3.83831,-3.18275
1433,49737175,16034466,Inactive,0,,,-2.19,4.28341,-7.81597,2.56623,-1.31273
1434,85270931,2343743,Inactive,0,,,-2.19,1.46652,-4.15199,-1.78877,-0.627416
1435,99356091,280496,Inactive,0,,,-2.2,0.457608,-2.84391,-1.91298,-1.83775
1436,49818049,24817123,Inactive,0,,,-2.2,2.62399,1.51218,-4.07043,-4.03769
1437,26662734,694855,Inactive,0,,,-2.2,2.39674,-5.58395,-0.709181,-0.313354
1438,85200894,44202014,Inactive,0,,,-2.21,1.61849,-1.24778,-4.48453,-0.883632
1439,99355924,46902314,Inactive,0,,,-2.21,3.20538,-4.88936,-4.0289,2.29956
1440,57258020,25162135,Inactive,0,,,-2.21,2.82135,-3.32568,1.66735,-4.96707
1441,24831073,6258013,Inactive,0,,,-2.22,3.35182,-5.5146,-3.52972,2.37722
1442,99356947,46902863,Inactive,0,,,-2.22,1.22674,-2.54923,-0.58396,-3.53518
1443,7969626,5310020,Inactive,0,,,-2.22,3.34635,1.58728,-6.55882,-1.69718
1444,17514879,12005911,Inactive,0,,,-2.23,1.30667,-2.05127,-3.90681,-0.720499
1445,49825456,24818938,Inactive,0,,,-2.24,0.262063,-1.88222,-2.32289,-2.50679
1446,49713873,23731324,Inactive,0,,,-2.24,1.97316,0.498273,-4.06936,-3.15402
1447,22403533,5401104,Inactive,0,,,-2.24,2.55667,1.29523,-3.36249,-4.65906
1448,49713759,24789193,Inactive,0,,,-2.24,1.74575,-4.41871,-0.144606,-2.1655
1449,17510106,4055124,Inactive,0,,,-2.24,1.52876,-4.12329,-0.378663,-2.23175
1450,3717861,2408768,Inactive,0,,,-2.25,0.889772,-2.5832,-1.02997,-3.13068
1451,49827560,24819666,Inactive,0,,,-2.25,1.07036,-3.63954,-2.08506,-1.03385
1452,22412565,15945615,Inactive,0,,,-2.25,0.845524,-3.45014,-1.62583,-1.68885
1453,865890,5390082,Inactive,0,,,-2.26,2.01422,-0.173402,-1.61397,-4.9803
1454,24824430,2768996,Inactive,0,,,-2.26,2.5236,-3.12241,-4.82292,1.17414
1455,24801719,3153973,Inactive,0,,,-2.26,0.669662,-2.769,-1.31469,-2.69892
1456,24820485,4271675,Inactive,0,,,-2.26,0.720384,-1.25303,-2.65051,-2.88482
1457,7972116,671037,Inactive,0,,,-2.27,1.43537,-3.83254,-2.60105,-0.364796
1458,85200148,2092394,Inactive,0,,,-2.27,0.856122,-1.22856,-3.32554,-2.26094
1459,124753228,53299448,Inactive,0,,,-2.28,1.19732,-3.34935,-2.87609,-0.606107
1460,14729183,2767922,Inactive,0,,,-2.28,0.626133,-2.0919,-3.12014,-1.62051
1461,85199807,4684298,Inactive,0,,,-2.28,1.31097,-3.97975,-0.788845,-2.07207
1462,4258691,2958730,Inactive,0,,,-2.28,1.82434,0.0323469,-4.4263,-2.45649
1463,4245794,3240221,Inactive,0,,,-2.29,1.24967,-4.04179,-1.59957,-1.22248
1464,24779374,1147047,Inactive,0,,,-2.29,0.649144,-3.1405,-2.15872,-1.56641
1465,47204274,2936716,Inactive,0,,,-2.29,1.15169,-3.65875,-0.841112,-2.37021
1466,57267576,4815095,Inactive,0,,,-2.29,0.358392,-2.04231,-2.79867,-2.03456
1467,14725651,819824,Inactive,0,,,-2.29,2.08652,-4.38893,-3.0419,0.554275
1468,87344484,3239735,Inactive,0,,,-2.29,1.76086,-4.13254,-2.8301,0.0796642
1469,49826797,1789165,Inactive,0,,,-2.3,2.31641,-3.29986,-4.49745,0.904485
1470,57265332,16294946,Inactive,0,,,-2.3,1.47198,-3.58658,-0.238782,-3.07219
1471,7968280,5309324,Inactive,0,,,-2.31,1.45249,-1.35876,-1.20505,-4.36022
1472,49731602,20969508,Inactive,0,,,-2.32,1.30942,-1.95713,-4.0748,-0.929754
1473,4241779,3236711,Inactive,0,,,-2.33,0.866726,-1.11999,-2.74971,-3.11319
1474,57263703,4786217,Inactive,0,,,-2.33,2.04581,-5.01075,-1.93729,-0.0462783
1475,26664128,1949535,Inactive,0,,,-2.34,1.20836,-0.922048,-3.8743,-2.21455
1476,17511477,1917810,Inactive,0,,,-2.34,0.774779,-2.65795,-3.0949,-1.27702
1477,125306454,53383730,Inactive,0,,,-2.35,0.197096,-2.21589,-2.62838,-2.20489
1478,14743284,4016701,Inactive,0,,,-2.35,1.19296,-3.25966,-3.13297,-0.668044
1479,103050727,49778473,Inactive,0,,,-2.36,1.63244,-1.69986,-4.60268,-0.769667
1480,26662864,4898775,Inactive,0,,,-2.37,2.84072,-5.78096,1.17322,-2.51162
1481,24804722,5409931,Inactive,0,,,-2.38,1.31623,-0.943317,-4.12412,-2.07766
1482,85269964,2353503,Inactive,0,,,-2.39,2.13277,0.156703,-2.26,-5.06273
1483,24796002,1846396,Inactive,0,,,-2.39,1.24449,-3.94208,-0.895416,-2.33053
1484,57255869,16317179,Inactive,0,,,-2.39,2.84156,1.23818,-5.69987,-2.71324
1485,24833524,9684261,Inactive,0,,,-2.4,1.59438,-0.506296,-2.27654,-4.4062
1486,99454423,46942699,Inactive,0,,,-2.4,2.32167,0.188369,-1.93943,-5.44281
1487,49714687,20860493,Inactive,0,,,-2.4,0.0881915,-2.27722,-2.45388,-2.47323
1488,49645272,3016869,Inactive,0,,,-2.4,2.14133,0.320038,-2.61992,-4.91177
1489,85268847,2514797,Inactive,0,,,-2.41,0.819121,-1.40102,-2.41272,-3.40743
1490,4241475,3236444,Inactive,0,,,-2.41,1.55408,-3.00987,-3.93738,-0.276283
1491,26664301,223541,Inactive,0,,,-2.41,1.35991,-3.95709,-0.646379,-2.62028
1492,49719783,20958612,Inactive,0,,,-2.41,2.18538,0.677526,-4.05118,-3.8596
1493,125305350,53382706,Inactive,0,,,-2.41,0.828979,-2.74521,-1.27405,-3.22173
1494,47201579,538463,Inactive,0,,,-2.42,1.5125,-2.73028,-4.0923,-0.427475
1495,4249038,2899073,Inactive,0,,,-2.42,1.68954,-3.68142,-0.0349854,-3.55321
1496,49642108,24746865,Inactive,0,,,-2.43,1.71195,-4.73469,-1.91281,-0.637445
1497,24809599,16192974,Inactive,0,,,-2.44,2.63217,-3.54514,1.19375,-4.96182
1498,22409355,2421476,Inactive,0,,,-2.45,1.41662,-3.71742,-0.469856,-3.15221
1499,14738686,9551545,Inactive,0,,,-2.45,1.1598,-0.98046,-3.81595,-2.55024
1500,49670355,24761568,Inactive,0,,,-2.45,0.843575,-2.65182,-3.36657,-1.33017
1501,17505009,949000,Inactive,0,,,-2.46,1.21893,-1.21025,-4.11218,-2.05287
1502,26727921,16745903,Inactive,0,,,-2.47,2.47631,0.692599,-5.35489,-2.73793
1503,89856140,44826029,Inactive,0,,,-2.47,1.02289,-2.86428,-3.47561,-1.06564
1504,57264122,16250406,Inactive,0,,,-2.47,2.24343,-3.78179,-4.32161,0.684317
1505,3715953,2363075,Inactive,0,,,-2.47,1.83368,-5.05812,-1.37927,-0.987026
1506,56321413,16324720,Inactive,0,,,-2.48,0.372304,-2.95312,-2.4294,-2.04471
1507,7977706,870180,Inactive,0,,,-2.48,0.255384,-2.82572,-2.22057,-2.38592
